0.001904289,0.0105174,0,0,0,0
0.0051333,0.01265338,0,0,1,0
0.01597947,0.01705304,0,0.007587461,0.4248705,0
1,1,1,0.6210335,0.3806922,0
0.02409339,0.003529016,0.025,0.0474934,0,0
0.01101176,0.03402482,0,0,1,0
0.02839874,0.02454059,0,0,1,0
0.3549429,0.1101839,0.55,0.6053534,0.04035456,1
0.05737705,0.03720558,0,0.001238105,0.949495,0
0.008859083,0.01745934,0,0.002663181,0.7476636,0
0.01788376,0.01738969,0.025,0.008428614,0.3611111,0
0.009273059,0.01229351,0.025,0.008857897,0.1607143,0
0.03841696,0.04699163,0.05,0.01815121,0.4267241,0
0.001324723,0.00207794,0,0,0.4375,0
0.001241928,0.001718073,0,0,1,0
0.001573108,0.001764508,0,0,1,0
0.612353,0.476835,0.625,0.5233717,0.3132775,0
0.612353,0.476835,0.625,0.5233717,0.3132775,0
0.007206443,0.01435818,0,0.008631713,0.2058824,0
0.01006783,0.01719451,0,0,1,0
0.002331496,0.002177265,0,0,0.3181818,0
0.001059771,0.001682967,0,0,1,0
0.002119542,0.001800657,0,0,1,0
0.001589657,0.001753581,0,0,1,0
0.001801611,0.001777119,0,0,1,0
0.03635015,0.02487966,0,0,1,0
0.5603009,0.4587908,0.4642857,0.4103048,0.3858521,0
0.5603009,0.4587908,0.4642857,0.4103048,0.3858521,0
0.02119542,0.01372265,0,0.04134058,0.185,0
0.08467571,0.08188869,0.5,0.03894814,0.4881101,0
0.01409496,0.02108459,0,0,0.2481203,0
0.01420093,0.007179089,0,0,1,0
0.259326,0.1034377,0.3571429,0.4562409,0.03882305,1
0.259326,0.103411,0.3571429,0.4562409,0.03882305,1
0.008796101,0.01823018,0,0,1,0
0.03846969,0.04341583,0,0,0.03305785,0
0.05606189,0.03158799,0,0.001560549,0.9659736,0
0.1214498,0.0822653,0,0.02358994,0.5977312,0
0.01981772,0.011922,0,0.00116252,0.8930481,0
0.009961848,0.01622945,0,0.0005010793,0.8617021,0
0.01038576,0.02964611,0,0,1,0
0.01261128,0.009144511,0,0.002983802,0.5882353,0
0.004874947,0.002989325,0,0,1,0
0.004662993,0.002965787,0,0,1,0
0.9968207,0.9803929,1,0.5331424,0.4679992,0
0.259326,0.1034377,0.3571429,0.4562409,0.03882305,1
0.259326,0.1034377,0.3571429,0.4562258,0.03882305,1
0.259326,0.1034377,0.3571429,0.4562258,0.03882305,1
0.001748252,0.005990336,0,0,0,0
0.001748252,0.01060009,0,0,0,0
0.006688963,0.0189889,0,0,1,0
0.0007601095,0.001673082,0,0,1,0
0.001216175,0.001754981,0,0,1,0
0.001216175,0.001754981,0,0,1,0
0.02607176,0.02473354,0,0,1,0
0.03732137,0.01823541,0,0.01016232,0.3095723,0
0.01535421,0.0464134,0,0,1,0
0.05054728,0.03784909,0,0.0007465237,0.9503759,0
0.02090301,0.02162137,0,0.0007005838,0.9454545,0
0.03724536,0.05047326,0.04545455,0.01343569,0.4367347,0
0.4339465,0.08798306,0.5909091,0.7651376,0,1
0.4339465,0.08798306,0.5909091,0.7651376,0,1
0.00117751,0.002028949,0,0,0.4375,0
0.00169267,0.01026943,0,0,0,0
0.0007359435,0.001620893,0,0,1,0
0.01346777,0.01653764,0,0.00856205,0.431694,0
0.01545481,0.01481473,0,0.01911936,0.2190476,0
0.469164,0.1375492,0.5263158,0.7315167,0.03137255,1
0.6822196,0.4855763,0.5789474,0.6392377,0.2308522,0
0.6822196,0.4855763,0.5789474,0.6392377,0.2308522,0
0.09030026,0.08025118,0,0.0134935,0.606357,0
0.01008243,0.01440667,0,0,0,0
0.008904916,0.01947338,0,0.00255249,0.661157,0
0.007212246,0.02855265,0,0,1,0
0.006917869,0.01563084,0,0.000260448,0.8617021,0
0.0169267,0.002755071,0.02631579,0.01694915,0,0
0.001760968,0.01000618,0,0,0,0
0.001225021,0.001976939,0,0,0.4375,0
0.4194166,0.1298832,0.525,0.6619167,0.03066813,1
0.02626139,0.02334777,0,0,1,0
