5008	6	newspapers
4	3	add_sources
5	2	blog
1	1	Top 100 Mainstream Media
5007	5	include
7	1	Popular Blogs
6	1	Top 10 Mainstream Media
5009	6	blogs
6464	1	simple_cluster_test
2	2	news
1661	1	Long Tail Blogs
